Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
13670,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,10-Dec-23
13671,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,10-Oct-23
13672,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,11-Dec-23
13673,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,13-Sep-23
13674,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,15-Sep-23
13675,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,16-Oct-23
13676,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,17-Jan-24
13677,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,17-Nov-23
13678,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,18-Aug-23
13679,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,18-Oct-23
13680,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,18-Sep-23
13681,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,20-Nov-23
13682,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,23-Aug-23
13683,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,24-Nov-23
13684,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,25-Nov-23
13685,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,25-Sep-23
13686,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3200,3800,3500,26-Sep-23
13687,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,05-Jun-24
13688,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,06-Jun-24
13689,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,07-Jun-24
13690,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,08-Jun-24
13691,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,12-Jun-24
13692,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,19-Jun-24
13693,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,26-Jun-24
13694,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,3800,3800,30-May-24
13695,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,02-Sep-23
13696,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,04-Aug-23
13697,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,08-Dec-23
13698,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,09-Aug-23
13699,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,09-Sep-23
13700,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,10-Aug-23
13701,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,11-Jul-23
13702,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,11-Sep-23
13703,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,12-Jul-23
13704,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,14-Jul-23
13705,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,16-Nov-23
13706,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,18-Jul-23
13707,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,19-Aug-23
13708,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,20-Jul-23
13709,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,21-Sep-23
13710,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,24-Aug-23
13711,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,25-Aug-23
13712,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,25-Jul-23
13713,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,26-Aug-23
13714,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,27-Jul-23
13715,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,29-Nov-23
13716,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,29-Sep-23
13717,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,31-Aug-23
13718,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,31-Jul-23
13719,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3500,4000,3800,31-Oct-23
13720,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3800,4200,4000,01-Aug-23
13721,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3800,4200,4000,29-Jul-23
13722,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,3800,4200,4000,30-Jul-23
13723,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,4000,4500,4200,03-Aug-23
13724,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,4000,4500,4200,07-Aug-23
13725,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,4000,4500,4200,08-Aug-23
13726,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,4000,4500,4200,08-Jul-23
13727,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,4000,4500,4200,10-Jul-23
13728,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,4000,4500,4200,12-Aug-23
13729,Thiruvananthapuram,Vamanapuram,Beetroot,Other,FAQ,6200,6500,6500,09-Apr-24
13730,Idukki,Vandiperiyar,Beetroot,Other,FAQ,875,875,875,30-Jul-23
13731,Idukki,Vandiperiyar,Beetroot,Other,FAQ,900,900,900,02-Aug-23
13732,Idukki,Vandiperiyar,Beetroot,Other,FAQ,900,900,900,03-Aug-23
13733,Idukki,Vandiperiyar,Beetroot,Other,FAQ,900,900,900,04-Aug-23
13734,Idukki,Vandiperiyar,Beetroot,Other,FAQ,900,900,900,05-Aug-23
13735,Idukki,Vandiperiyar,Beetroot,Other,FAQ,900,900,900,19-Aug-23
13736,Idukki,Vandiperiyar,Beetroot,Other,FAQ,950,950,950,06-Aug-23
13737,Idukki,Vandiperiyar,Beetroot,Other,FAQ,950,950,950,07-Aug-23
13738,Idukki,Vandiperiyar,Beetroot,Other,FAQ,950,950,950,18-Aug-23
13739,Idukki,Vandiperiyar,Beetroot,Other,FAQ,950,950,950,20-Aug-23
13740,Idukki,Vandiperiyar,Beetroot,Other,FAQ,950,950,950,28-Jul-23
13741,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1000,1000,1000,11-Aug-23
13742,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1000,1000,1000,12-Aug-23
13743,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1000,1000,1000,17-Aug-23
13744,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1020,1020,1020,29-Jul-23
13745,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1050,1050,1050,10-Aug-23
13746,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1050,1050,1050,13-Aug-23
13747,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1050,1050,1050,16-Aug-23
13748,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1050,1050,1050,19-Jul-23
13749,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1050,1050,1050,25-Jul-23
13750,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1050,1050,1050,31-Jul-23
13751,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1080,1080,1080,01-Aug-23
13752,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1080,1080,1080,27-Jul-23
13753,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1100,1100,1100,14-Jul-23
13754,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1125,1125,1125,15-Jul-23
13755,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1125,1125,1125,17-Jul-23
13756,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1125,1125,1125,23-Jul-23
13757,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1140,1140,1140,26-Jul-23
13758,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1200,1200,1200,08-Aug-23
13759,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1200,1200,1200,09-Aug-23
13760,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1230,1230,1230,13-Jul-23
13761,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1260,1260,08-Jul-23
13762,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1260,1260,11-Jul-23
13763,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1260,1260,12-Jul-23
13764,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1260,1260,14-Aug-23
13765,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1260,1260,15-Aug-23
13766,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1260,1260,20-Jul-23
13767,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1260,1260,22-Jul-23
13768,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1260,1269,1260,10-Jul-23
13769,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1290,1290,1290,09-Jul-23
13770,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1320,1320,1320,21-Jul-23
13771,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1350,1350,1350,18-Jul-23
13772,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1350,1350,1350,24-Jul-23
13773,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1380,1380,1380,16-Jul-23
13774,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2000,2800,2500,23-Mar-24
13775,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2400,3000,2600,08-Sep-23
13776,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2400,3200,2800,10-Sep-23
13777,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2500,2800,2600,04-Oct-23
13778,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3000,2800,01-Oct-23
13779,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3000,2800,07-Sep-23
13780,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3000,2800,28-Oct-23
13781,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3000,2800,29-Sep-23
13782,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3000,2800,30-Sep-23
13783,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3000,3000,03-Oct-23
13784,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3200,2800,06-Sep-23
13785,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3200,2800,09-Sep-23
13786,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2600,3500,2800,05-Sep-23
13787,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,02-Nov-23
13788,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,04-Nov-23
13789,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,05-Nov-23
13790,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,07-Nov-23
13791,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,07-Oct-23
13792,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,11-Nov-23
13793,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,17-Oct-23
13794,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,22-Oct-23
13795,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,23-Oct-23
13796,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,24-Oct-23
13797,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,26-Oct-23
13798,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3000,3000,27-Oct-23
13799,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,01-Sep-23
13800,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,02-Sep-23
13801,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,06-Dec-23
13802,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,06-Nov-23
13803,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,06-Oct-23
13804,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,09-Nov-23
13805,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,10-Nov-23
13806,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,10-Oct-23
13807,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,11-Oct-23
13808,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,11-Sep-23
13809,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,12-Sep-23
13810,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,13-Sep-23
13811,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,14-Oct-23
13812,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,14-Sep-23
13813,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,15-Oct-23
13814,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,16-Nov-23
13815,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,16-Oct-23
13816,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,18-Oct-23
13817,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,20-Oct-23
13818,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,21-Oct-23
13819,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,25-Oct-23
13820,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,27-Sep-23
13821,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,28-Sep-23
13822,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3200,3000,29-Oct-23
13823,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3400,3000,15-Sep-23
13824,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3400,3200,31-Aug-23
13825,Idukki,Vandiperiyar,Beetroot,Other,FAQ,2800,3500,3200,03-Sep-23
13826,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,01-Dec-23
13827,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,02-Dec-23
13828,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,03-Dec-23
13829,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,03-Nov-23
13830,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,05-Dec-23
13831,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,07-Dec-23
13832,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,08-Nov-23
13833,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,08-Oct-23
13834,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,13-Nov-23
13835,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,15-Nov-23
13836,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,22-Sep-23
13837,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,25-Nov-23
13838,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,27-Nov-23
13839,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,28-Nov-23
13840,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3200,3200,30-Nov-23
13841,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,09-Oct-23
13842,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,12-Dec-23
13843,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,14-Dec-23
13844,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,18-Sep-23
13845,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,19-Sep-23
13846,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,21-Sep-23
13847,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,25-Sep-23
13848,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3400,3200,26-Sep-23
13849,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3500,3200,04-Dec-23
13850,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3500,3200,12-Oct-23
13851,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3500,3200,14-Nov-23
13852,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3500,3200,16-Sep-23
13853,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3500,3200,17-Sep-23
13854,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3500,3200,20-Sep-23
13855,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3500,3200,30-Oct-23
13856,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3600,3400,29-Aug-23
13857,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3600,3400,30-Aug-23
13858,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3000,3800,3400,04-Sep-23
13859,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3400,3400,11-Dec-23
13860,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3400,3400,13-Dec-23
13861,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3400,3400,28-Aug-23
13862,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3500,3400,02-Oct-23
13863,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3500,3400,15-Dec-23
13864,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3500,3400,19-Nov-23
13865,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3500,3500,09-Dec-23
13866,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3600,3400,17-Nov-23
13867,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,3600,3500,08-Jun-24
13868,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3200,4000,3200,24-Aug-23
13869,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3600,3500,03-Apr-24
13870,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3600,3500,12-Apr-24
13871,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3600,3600,18-Nov-23
13872,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3600,3600,20-Nov-23
13873,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3600,3600,23-Aug-23
13874,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3800,3500,21-Nov-23
13875,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3800,3600,22-Nov-23
13876,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3800,3600,24-Nov-23
13877,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3800,3600,26-Aug-23
13878,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,3800,3600,27-Aug-23
13879,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,4000,3600,04-Apr-24
13880,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3400,4000,4000,25-Aug-23
13881,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,3800,3600,19-Apr-24
13882,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,3800,3600,27-Mar-24
13883,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,3800,3800,05-Jun-24
13884,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,3800,3800,11-Apr-24
13885,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,3800,3800,23-Nov-23
13886,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,3800,3800,26-Mar-24
13887,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,3800,3800,29-Nov-23
13888,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,4000,3800,07-Apr-24
13889,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,4000,3800,09-Mar-24
13890,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3500,4000,3800,19-Mar-24
13891,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,3800,3800,06-Apr-24
13892,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,3800,3800,09-Jun-24
13893,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,4000,3600,21-Aug-23
13894,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,4000,3600,22-Aug-23
13895,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,4000,3800,08-Apr-24
13896,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,4000,3800,15-Apr-24
13897,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,4000,3800,18-Apr-24
13898,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,4000,3800,23-Apr-24
13899,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3600,4200,3800,11-May-24
13900,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,01-Jun-24
13901,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,02-Mar-24
13902,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,03-Mar-24
13903,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,05-Apr-24
13904,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,06-Jun-24
13905,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,09-Apr-24
13906,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,14-Apr-24
13907,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,17-Apr-24
13908,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,17-Dec-23
13909,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,20-Apr-24
13910,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,21-May-24
13911,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,22-Mar-24
13912,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,28-Mar-24
13913,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4000,4000,31-Mar-24
13914,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4000,01-Mar-24
13915,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4000,16-Apr-24
13916,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4000,16-Mar-24
13917,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4000,22-Apr-24
13918,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4000,26-Apr-24
13919,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4000,28-Apr-24
13920,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4000,30-Mar-24
13921,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4200,4200,10-Mar-24
13922,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4250,4000,13-Apr-24
13923,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4400,4000,24-Apr-24
13924,Idukki,Vandiperiyar,Beetroot,Other,FAQ,3800,4500,4200,03-May-24
13925,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,04-Jun-24
13926,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,05-Mar-24
13927,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,06-Mar-24
13928,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,06-May-24
13929,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,12-Mar-24
13930,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,15-May-24
13931,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,16-Dec-23
13932,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,17-Mar-24
13933,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,17-May-24
13934,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,18-Dec-23
13935,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,20-Mar-24
13936,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,20-May-24
13937,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,24-Mar-24
13938,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,25-Apr-24
13939,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,29-Dec-23
13940,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,29-Feb-24
13941,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,30-Dec-23
13942,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4200,4200,31-Dec-23
13943,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4400,4200,07-Mar-24
13944,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4400,4200,08-Jan-24
13945,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4400,4200,08-Mar-24
13946,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4400,4200,14-Mar-24
13947,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4400,4400,02-May-24
13948,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4500,4200,01-May-24
13949,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4500,4200,10-Jun-24
13950,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4500,4200,15-Mar-24
13951,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4500,4200,27-Apr-24
13952,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4000,4500,4400,16-Feb-24
13953,Idukki,Vandiperiyar,Beetroot,Other,FAQ,4200,4400,4400,07-Jan-24
